post_id,city_name,post_status,_wp_page_template,post_category,post_title,ewg_utility_name,ewg_description,ewg_people,ewg_source,ewg_exceed_number,ewg_total_number,ewg_date,ewg_data_source,ewg_exceed,ewg_other
,Hays County,publish,usacitypage.php,"North America,United States of America,Texas",Is Hays County Tap Water Safe to Drink?,Goforth SUD,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Texas Commission on Environmental Quality%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,20790,https://www.ewg.org/tapwater/system.php?pws=TX1050019,12,25,2012-2017,Purchased surface water,"Bromodichloromethane,Bromoform,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Nitrate,Nitrate and nitrite,Radium%2C combined (-226 & -228),Strontium,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,","Barium,Bromochloroacetic acid,Chlorate,Cyanide,Dalapon,Dibromoacetic acid,Fluoride,Haloacetic acids (HAA5),Manganese,Molybdenum,Monochloroacetic acid,Nitrite,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Haysville,publish,usacitypage.php,"North America,United States of America,Kansas",Is Haysville Tap Water Safe to Drink?,City of Haysville,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Kansas Department of Health and Environment%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,11112,https://www.ewg.org/tapwater/system.php?pws=KS2017322,9,19,2012-2017,Groundwater,"Arsenic,Bromodichloromethane,Bromoform,Chloroform,Chromium (hexavalent),Dibromochloromethane,Nitrate,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),,,,,,,,,,,","Barium,Dibromoacetic acid,Dichloroacetic acid,Haloacetic acids (HAA5),Molybdenum,Monobromoacetic acid,Selenium,Strontium,Trichloroacetic acid,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6730,Hayward,publish,usacitypage.php,"North America,United States of America,California",Is Hayward Tap Water Safe to Drink?,City of Hayward,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the California State Water Resources Control Board%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,146398,https://www.ewg.org/tapwater/system.php?pws=CA0110006,1,10,2012-2017,Purchased surface water,"Total trihalomethanes (TTHMs),,,,,,,,,,,,,,,,,,,","Aluminum*,Bromide*,Chlorate,Chromium (hexavalent),Fluoride*,Haloacetic acids (HAA5),Molybdenum*,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Hazard,publish,usacitypage.php,"North America,United States of America,Kentucky",Is Hazard Tap Water Safe to Drink?,Hazard Water Department,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Kentucky Department for Environmental Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,26730,https://www.ewg.org/tapwater/system.php?pws=KY0970184,3,14,2012-2017,Surface water,"Arsenic,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),,,,,,,,,,,,,,,,,","Aluminum,Barium,Chlorate,Chromium (hexavalent),Cyanide,Fluoride,Haloacetic acids (HAA5),Nitrate,Selenium,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Hazel Crest,publish,usacitypage.php,"North America,United States of America,Illinois",Is Hazel Crest Tap Water Safe to Drink?,Hazel Crest,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Illinois Environmental Protection Agency%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,14500,https://www.ewg.org/tapwater/system.php?pws=IL0311170,7,16,2012-2017,Purchased surface water,"Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,,,","Chlorate,Chromium (total)*,Dibromoacetic acid,Haloacetic acids (HAA5),Molybdenum,Monobromoacetic acid,Monochloroacetic acid*,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Hazel Park,publish,usacitypage.php,"North America,United States of America,Michigan",Is Hazel Park Tap Water Safe to Drink?,Hazel Park,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Michigan Department of Environmental Quality%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,16400,https://www.ewg.org/tapwater/system.php?pws=MI0003100,2,6,2012-2017,Purchased surface water,"Chromium (hexavalent),Total trihalomethanes (TTHMs),,,,,,,,,,,,,,,,,,","Chromium (total),Haloacetic acids (HAA5),Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Hazlet Twp.,publish,usacitypage.php,"North America,United States of America,New Jersey",Is Hazlet Twp. Tap Water Safe to Drink?,Shorelands Water Company Inc.,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the New Jersey Department of Environmental Protection%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,36164,https://www.ewg.org/tapwater/system.php?pws=NJ1339001,2,6,2012-2017,Purchased surface water,"Chromium (hexavalent),Nitrate,,,,,,,,,,,,,,,,,,","Chlorate,Chromium (total),Fluoride,Strontium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Healdsburg,publish,usacitypage.php,"North America,United States of America,California",Is Healdsburg Tap Water Safe to Drink?,City of Healdsburg,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the California State Water Resources Control Board%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,11541,https://www.ewg.org/tapwater/system.php?pws=CA4910005,8,19,2012-2017,Purchased groundwater under influence of surface water,"Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Nitrate,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,,","Aluminum,Barium,Bromoform,Chlorate,Chromium (total),Dibromoacetic acid,Fluoride,Haloacetic acids (HAA5),Manganese,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Heber,publish,usacitypage.php,"North America,United States of America,Arizona",Is Heber Tap Water Safe to Drink?,Arizona Water Company - Overgaard,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Arizona Department of Environmental Quality%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,10426,https://www.ewg.org/tapwater/system.php?pws=AZ0409004,4,11,2012-2017,Groundwater,"Arsenic,Chromium (hexavalent),Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),,,,,,,,,,,,,,,,","Barium,Chlorate,Haloacetic acids (HAA5),Nitrate,Nitrate and nitrite,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Heber City,publish,usacitypage.php,"North America,United States of America,Utah",Is Heber City Tap Water Safe to Drink?,Heber City Water System,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Utah Department of Environmental Quality%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,14969,https://www.ewg.org/tapwater/system.php?pws=UTAH26006,8,17,2012-2017,Groundwater,"Arsenic,Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Nitrate,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),,,,,,,,,,,,","Barium,Bromoform,Dibromoacetic acid,Dichloroacetic acid,Fluoride,Haloacetic acids (HAA5),Strontium,Trichloroacetic acid,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Heber Springs,publish,usacitypage.php,"North America,United States of America,Arkansas",Is Heber Springs Tap Water Safe to Drink?,Heber Springs Water System,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Arkansas Department of Health%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,11131,https://www.ewg.org/tapwater/system.php?pws=AR0000104,5,14,2012-2017,Surface water,"Bromodichloromethane,Chloroform,Dichloroacetic acid,Total trihalomethanes (TTHMs),Trichloroacetic acid,,,,,,,,,,,,,,,","Chlorate,Chromium (hexavalent),Dibromochloromethane,Fluoride,Haloacetic acids (HAA5),Manganese,Monobromoacetic acid,Monochloroacetic acid,Strontium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Helena,publish,usacitypage.php,"North America,United States of America,Alabama",Is Helena Tap Water Safe to Drink?,Helena Utility Board,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Alabama Department of Environmental Management%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,18900,https://www.ewg.org/tapwater/system.php?pws=AL0001157,7,12,2012-2017,Groundwater,"Bromodichloromethane,Chloroform,Chromium (hexavalent),Dibromochloromethane,Nitrate,Nitrate and nitrite,Total trihalomethanes (TTHMs),,,,,,,,,,,,,","Chlorate,Haloacetic acids (HAA5),Molybdenum,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
6731,Helena,publish,usacitypage.php,"North America,United States of America,Montana",Is Helena Tap Water Safe to Drink?,Helena Water System,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the Montana Department of Environmental Quality%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,31005,https://www.ewg.org/tapwater/system.php?pws=MT0000241,11,23,2012-2017,Surface water,"Arsenic,Bromodichloromethane,Cadmium,Chloroform,Chromium (hexavalent),Dibromochloromethane,Dichloroacetic acid,Nitrate and nitrite,Total trihalomethanes (TTHMs),Trichloroacetic acid,Uranium,,,,,,,,,","1%2C4-Dioxane,Bromochloroacetic acid,Chlorate,Dibromoacetic acid,Fluoride,Haloacetic acids (HAA5),Molybdenum,Monobromoacetic acid,Monochloroacetic acid,Radium%2C combined (-226 & -228),Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
,Hemet,publish,usacitypage.php,"North America,United States of America,California",Is Hemet Tap Water Safe to Drink?,Lake Hemet Municipal Water District,EWG's drinking water quality report shows results of tests conducted by the water utility and provided to the Environmental Working Group by the California State Water Resources Control Board%2C as well as information from the U.S. EPA Enforcement and Compliance History database (ECHO). For the latest quarter assessed by the U.S. EPA (January 2019 - March 2019)%2C tap water provided by this water utility was in compliance with federal health-based drinking water standards.,50001,https://www.ewg.org/tapwater/system.php?pws=CA3310022,9,24,2012-2017,Groundwater,"Arsenic,Bromodichloromethane,Chromium (hexavalent),Dibromochloromethane,Nitrate,Nitrate and nitrite,Radium%2C combined (-226 & -228),Total trihalomethanes (TTHMs),Uranium,,,,,,,,,,,","Aluminum,Barium,Bromoform,Chlorate,Chloroform,Chromium (total),Dibromoacetic acid,Fluoride,Haloacetic acids (HAA5),Manganese,Molybdenum,Monobromoacetic acid,Monochloroacetic acid,Strontium,Vanadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
